Time,BP,MBP,HR,Event
1756.672,98.27914,114.6484,422.5312,
1756.673,98.03739,114.5547,422.5625,
1756.674,97.94381,114.5391,422.5312,
1756.675,97.63968,114.4453,422.6875,
1756.676,97.63968,114.5312,422.6562,
1756.677,97.47591,114.6406,422.625,
1756.678,97.28096,114.5234,422.5312,
1756.679,97.25756,114.5078,422.625,
1756.68,97.0704,114.3984,422.5625,
1756.681,97.30435,114.4766,422.6875,
1756.682,97.46032,114.5859,422.625,
1756.683,97.74106,114.4609,422.625,
1756.684,98.28694,114.4766,422.5938,
1756.685,98.80162,114.375,422.6562,
1756.686,99.8232,114.4453,422.5625,
1756.687,100.7512,114.5469,422.6875,
1756.688,101.8118,114.4219,422.625,
1756.689,103.0361,114.4375,422.625,
1756.69,104.0889,114.3281,422.5625,
1756.691,105.5393,114.4062,422.625,
1756.692,106.7637,114.5312,422.5312,
1756.693,107.9646,114.4141,422.5312,
1756.694,109.2825,114.3906,422.5938,
1756.695,110.3587,114.3203,422.625,
1756.696,111.7546,114.3984,421.2188,
1756.697,112.8619,114.5156,416.7188,
1756.698,113.9381,114.3984,416.8438,
1756.699,115.061,114.3984,416.7812,
1756.7,115.9111,114.3047,416.875,
1756.701,117.0418,114.3828,416.6875,
1756.702,117.845,114.5078,416.75,
1756.703,118.6015,114.4062,417.3125,
1756.704,119.3345,114.4141,416.8438,
1756.705,119.7634,114.3438,417.2188,
1756.706,120.4263,114.4141,416.9375,
1756.707,120.746,114.5312,417.1875,
1756.708,120.9565,114.4219,416.875,
1756.709,121.1749,114.4375,417.1875,
1756.71,121.0657,114.3594,416.9062,
1756.711,121.1827,114.4375,417.125,
1756.712,120.9877,114.5547,416.8125,
1756.713,120.6836,114.4297,416.9062,
1756.714,120.4419,114.4453,416.9062,
1756.715,119.9272,114.3906,416.8125,
1756.716,119.6464,114.4453,416.625,
1756.717,119.1317,114.5547,416.8438,
1756.718,118.5391,114.4453,417.2812,
1756.719,118.0712,114.4609,416.8125,
1756.72,117.3693,114.375,417.25,
1756.721,116.9404,114.4531,416.8125,
1756.722,116.3166,114.5703,417.1875,
1756.723,115.6849,114.4531,416.8438,
1756.724,115.1702,114.4609,417.2188,
1756.725,114.4372,114.3672,416.7812,
1756.726,114.0551,114.4609,417.2188,
1756.727,113.4624,114.5781,416.875,
1756.728,112.8619,114.4453,416.9688,
1756.729,112.4174,114.4531,416.8125,
1756.73,111.7858,114.3828,416.75,
1756.731,111.4738,114.4453,416.75,
1756.732,111.0137,114.5547,416.8438,
1756.733,110.5146,114.4453,416.9375,
1756.734,110.1949,114.4453,416.75,
1756.735,109.688,114.3672,418.0938,
1756.736,109.4775,114.4219,418.1875,
1756.737,109.1187,114.5547,418.0938,
1756.738,108.7366,114.4531,418.125,
1756.739,108.4949,114.4297,418.125,
1756.74,108.0426,114.3594,418.0625,
1756.741,107.949,114.4219,418.125,
1756.742,107.6761,114.5312,418.0312,
1756.743,107.3563,114.4297,418.125,
1756.744,107.2082,114.4141,418.125,
1756.745,106.8494,114.3438,418.125,
1756.746,106.8494,114.4062,418.2812,
1756.747,106.6623,114.5312,418.25,
1756.748,106.4283,114.3906,418.25,
1756.749,106.3894,114.4062,418.25,
1756.75,106.1008,114.3203,418.2188,
1756.751,106.1554,114.3672,418.2812,
1756.752,106.0306,114.5,418.1562,
1756.753,105.8513,114.3828,418.25,
1756.754,105.8513,114.3828,418.2812,
1756.755,105.6173,114.2969,418.1875,
1756.756,105.6797,114.3828,418.2812,
1756.757,105.5393,114.4844,418.2188,
1756.758,105.3834,114.3594,418.25,
1756.759,105.3522,114.3672,418.2188,
1756.76,105.0948,114.2578,418.25,
1756.761,105.165,114.3594,418.3125,
1756.762,105.0324,114.4609,418.3125,
1756.763,104.8063,114.3438,418.1875,
1756.764,104.7751,114.3438,418.1562,
1756.765,104.4866,114.25,418.2188,
1756.766,104.549,114.3359,418.25,
1756.767,104.4008,114.4453,418.2188,
1756.768,104.2058,114.3281,418.3125,
1756.769,104.1434,114.3203,418.2812,
1756.77,103.8549,114.2188,418.1875,
1756.771,103.9017,114.2969,418.2812,
1756.772,103.7301,114.4062,418.1875,
1756.773,103.5352,114.2812,418.2812,
1756.774,103.4884,114.2891,418.25,
1756.775,103.2077,114.2109,418.1875,
1756.776,103.231,114.25,418.1875,
1756.777,103.0829,114.3828,418.1875,
1756.778,102.8801,114.2656,418.1562,
1756.779,102.8177,114.2656,418.1875,
1756.78,102.5448,114.1875,418.1875,
1756.781,102.5838,114.2344,418.1875,
1756.782,102.4278,114.3359,418.3125,
1756.783,102.2173,114.2422,418.1875,
1756.784,102.1471,114.2344,418.25,
1756.785,101.8585,114.1406,418.1875,
1756.786,101.8975,114.2188,418.25,
1756.787,101.726,114.3203,418.3125,
1756.788,101.5232,114.2188,418.25,
1756.789,101.4608,114.2109,418.25,
1756.79,101.1723,114.1094,418.1875,
1756.791,101.2113,114.1953,418.25,
1756.792,101.0397,114.2969,418.1562,
1756.793,100.837,114.1875,418.1562,
1756.794,100.798,114.1641,418.25,
1756.795,100.525,114.0859,418.25,
1756.796,100.5796,114.1406,418.2812,
1756.797,100.4159,114.2656,418.2812,
1756.798,100.1975,114.1562,418.2188,
1756.799,100.1585,114.1406,418.1875,
1756.8,99.90898,114.0469,418.25,
1756.801,99.94017,114.1172,418.2188,
1756.802,99.8154,114.2266,418.2188,
1756.803,99.58925,114.1016,418.2812,
1756.804,99.54246,114.0938,418.1875,
1756.805,99.29291,114.0078,418.25,
1756.806,99.3397,114.0781,418.1875,
1756.807,99.17594,114.1953,418.1875,
1756.808,98.94199,114.0703,418.25,
1756.809,98.903,114.0859,418.1875,
1756.81,98.62226,113.9766,418.1875,
1756.811,98.66125,114.0391,418.3125,
1756.812,98.48189,114.1406,418.2188,
1756.813,98.24794,114.0312,418.1562,
1756.814,98.20115,114.0156,418.2188,
1756.815,97.90482,113.9297,418.25,
1756.816,97.95161,114.0156,418.2188,
1756.817,97.76445,114.1094,418.25,
1756.818,97.5305,113.9922,418.25,
1756.819,97.47591,113.9766,418.3438,
1756.82,97.17178,113.8906,418.1875,
1756.821,97.20297,113.9766,418.1875,
1756.822,97.02361,114.0703,418.2188,
1756.823,96.78187,113.9609,418.25,
1756.824,96.71948,113.9297,418.25,
1756.825,96.43095,113.8359,418.3125,
1756.826,96.44654,113.9375,418.3125,
1756.827,96.28278,114.0391,418.1875,
1756.828,96.01764,113.9062,418.25,
1756.829,95.95525,113.8906,418.125,
1756.83,95.65892,113.8125,418.25,
1756.831,95.69791,113.8672,418.2188,
1756.832,95.54194,113.9922,418.3125,
1756.833,95.35478,113.8672,418.2812,
1756.834,95.42497,113.8438,418.2188,
1756.835,95.35478,113.7578,418.1875,
1756.836,95.75249,113.8359,418.25,
1756.837,96.08002,113.9453,418.3438,
1756.838,96.54792,113.8359,418.2812,
1756.839,97.36674,113.8125,418.3125,
1756.84,98.12317,113.7031,418.1875,
1756.841,99.3397,113.7969,418.25,
1756.842,100.4783,113.8984,418.2812,
1756.843,101.648,113.7969,418.2188,
1756.844,103.0751,113.7812,418.2188,
1756.845,104.2604,113.6953,418.1875,
1756.846,105.8201,113.7656,418.125,
1756.847,107.138,113.875,418.25,
1756.848,108.4247,113.7734,418.1562,
1756.849,109.8596,113.7656,417.2188,
1756.85,111.0137,113.6953,417.875,
1756.851,112.511,113.7578,418.3438,
1756.852,113.6885,113.8672,417.9062,
1756.853,114.8427,113.7578,418.3125,
1756.854,116.1294,113.7656,417.875,
1756.855,117.0574,113.6953,418.1875,
1756.856,118.3207,113.7656,417.875,
1756.857,119.2643,113.8828,418.3125,
1756.858,120.0831,113.7734,417.9062,
1756.859,121.0267,113.7812,418.1875,
1756.86,121.6116,113.7109,417.8438,
1756.861,122.446,113.7891,418,
1756.862,122.9061,113.9062,417.9062,
1756.863,123.2414,113.8047,417.9375,
1756.864,123.6625,113.8125,417.9375,
1756.865,123.6859,113.7266,417.875,
1756.866,123.9589,113.8125,418.1875,
1756.867,123.8653,113.9297,417.875,
1756.868,123.6313,113.8281,418.4062,
1756.869,123.5144,113.8438,417.9688,
1756.87,123.0309,113.7578,418.2812,
1756.871,122.8125,113.8438,417.8438,
1756.872,122.3056,113.9531,418.2812,
1756.873,121.713,113.8516,417.9062,
1756.874,121.2841,113.8516,418.25,
1756.875,120.5432,113.7656,417.9062,
1756.876,120.1065,113.8438,418.1562,
1756.877,119.4515,113.9766,417.9688,
1756.878,118.7184,113.8672,417.875,
1756.879,118.2115,113.8828,417.9375,
1756.88,117.4317,113.7891,417.875,
1756.881,117.0106,113.8672,417.9375,
1756.882,116.3789,113.9844,417.8438,
1756.883,115.7083,113.8906,418.4062,
1756.884,115.2794,113.8906,417.875,
1756.885,114.6009,113.7812,418.3438,
1756.886,114.2812,113.8672,418,
1756.887,113.7353,113.9688,418.1875,
1756.888,113.1661,113.8828,419.1875,
1756.889,112.8385,113.8828,419.2188,
1756.89,112.2771,113.7891,419.2188,
1756.891,112.0587,113.8594,419.3125,
1756.892,111.6454,113.9844,419.3438,
1756.893,111.1775,113.8828,419.1875,
1756.894,110.9513,113.8828,419.25,
1756.895,110.4679,113.7891,419.25,
1756.896,110.3275,113.8594,419.2188,
1756.897,110.0078,113.9531,419.2188,
1756.898,109.6334,113.8828,419.1875,
1756.899,109.4931,113.8594,419.2812,
1756.9,109.1187,113.7734,419.2188,
1756.901,109.072,113.8359,419.25,
1756.902,108.8458,113.9609,419.3438,
1756.903,108.5963,113.8359,419.3125,
1756.904,108.5573,113.8516,419.1562,
1756.905,108.2609,113.7578,419.2812,
1756.906,108.3155,113.8359,419.2188,
1756.907,108.1752,113.9375,419.3125,
1756.908,107.949,113.8438,419.25,
1756.909,107.9568,113.8359,419.4062,
1756.91,107.6995,113.7578,419.25,
1756.911,107.7774,113.8125,419.25,
1756.912,107.6293,113.9297,419.2812,
1756.913,107.4187,113.8359,419.375,
1756.914,107.4109,113.8203,419.375,
1756.915,107.1224,113.7266,419.375,
1756.916,107.177,113.7891,419.2188,
1756.917,107.021,113.9062,419.3438,
1756.918,106.7793,113.8203,419.2812,
1756.919,106.7637,113.8047,419.3438,
1756.92,106.4751,113.7188,419.25,
1756.921,106.4985,113.7891,419.25,
1756.922,106.3348,113.8906,419.3125,
1756.923,106.093,113.7891,419.3438,
1756.924,106.0618,113.7812,419.3438,
1756.925,105.7655,113.6953,419.3125,
1756.926,105.7889,113.7656,419.3125,
1756.927,105.6173,113.8828,419.3125,
1756.928,105.3756,113.7812,419.3438,
1756.929,105.3444,113.7578,419.375,
1756.93,105.0324,113.6719,419.3125,
1756.931,105.0792,113.7344,419.1875,
1756.932,104.9077,113.8438,419.375,
1756.933,104.6347,113.7578,419.3125,
1756.934,104.6035,113.7422,419.375,
1756.935,104.2838,113.6562,419.3125,
1756.936,104.3228,113.7188,419.1562,
1756.937,104.1512,113.8281,419.2812,
1756.938,103.8861,113.7578,419.4375,
1756.939,103.8705,113.7188,419.25,
1756.94,103.5586,113.6328,419.3125,
1756.941,103.582,113.6719,419.1875,
1756.942,103.4104,113.8203,419.25,
1756.943,103.1609,113.7031,419.4062,
1756.944,103.1453,113.6953,419.2812,
1756.945,102.8411,113.6016,419.3125,
1756.946,102.8645,113.6719,419.2812,
1756.947,102.7086,113.7734,419.375,
1756.948,102.4434,113.6797,419.3125,
1756.949,102.4278,113.6719,419.3438,
1756.95,102.1471,113.5781,419.2812,
1756.951,102.1783,113.6406,419.4062,
1756.952,102.0223,113.7578,419.3125,
1756.953,101.7728,113.6562,419.375,
1756.954,101.7416,113.6328,419.25,
1756.955,101.4608,113.5312,419.2812,
1756.956,101.492,113.6094,419.3125,
1756.957,101.3439,113.7188,419.3438,
1756.958,101.0865,113.625,419.3125,
1756.959,101.0787,113.6094,419.2812,
1756.96,100.8058,113.5234,419.25,
1756.961,100.8058,113.5781,419.375,
1756.962,100.6576,113.6953,419.2812,
1756.963,100.4003,113.5938,419.2812,
1756.964,100.4003,113.5703,419.3125,
1756.965,100.0961,113.4766,419.2188,
1756.966,100.1429,113.5469,419.3125,
1756.967,99.97136,113.6562,419.4375,
1756.968,99.71402,113.5781,419.375,
1756.969,99.68283,113.5469,419.3125,
1756.97,99.40209,113.4531,419.375,
1756.971,99.40989,113.5234,419.25,
1756.972,99.24612,113.6328,419.375,
1756.973,98.96539,113.5234,419.3438,
1756.974,98.94979,113.5156,419.1875,
1756.975,98.62226,113.4219,419.2812,
1756.976,98.64566,113.4766,419.3438,
1756.977,98.4585,113.5938,419.3125,
1756.978,98.18556,113.4844,419.25,
1756.979,98.15437,113.4609,419.3438,
1756.98,97.81904,113.3828,419.2812,
1756.981,97.84243,113.4453,419.3438,
1756.982,97.63188,113.5625,419.375,
1756.983,97.34334,113.4453,419.3438,
1756.984,97.30435,113.4297,419.25,
1756.985,97.00022,113.3438,419.2812,
1756.986,97.03141,113.4062,419.4062,
1756.987,96.89884,113.5156,419.3125,
1756.988,96.74288,113.4141,419.1875,
1756.989,96.91444,113.3906,419.3125,
1756.99,96.93004,113.3125,419.2812,
1756.991,97.46812,113.375,419.2812,
1756.992,97.975,113.4688,419.1562,
1756.993,98.57547,113.3672,419.2812,
1756.994,99.65943,113.3594,419.25,
1756.995,100.5562,113.2578,419.2812,
1756.996,101.9989,113.3281,419.3438,
1756.997,103.2778,113.4375,419.2812,
1756.998,104.5801,113.3359,419.2812,
1756.999,106.2022,113.3281,419.3438,
1757,107.4889,113.2422,419.3438,
1757.001,109.1811,113.3047,419.3438,
1757.002,110.616,113.4375,419.25,
1757.003,112.0275,113.3281,418.0938,
1757.004,113.6418,113.3203,416.8125,
1757.005,114.9441,113.2422,417.2812,
1757.006,116.6051,113.3203,416.75,
1757.007,117.9464,113.4297,417.0312,
1757.008,119.2019,113.3516,416.8125,
1757.009,120.6992,113.3281,416.8125,
1757.01,121.7988,113.2578,416.9375,
1757.011,123.257,113.3281,416.9375,
1757.012,124.3176,113.4531,416.75,
1757.013,125.3002,113.3672,416.7812,
1757.014,126.4543,113.3516,417.375,
1757.015,127.2108,113.2734,416.8438,
1757.016,128.2557,113.3672,417.3125,
1757.017,128.9342,113.4844,416.7812,
1757.018,129.4723,113.3984,417.25,
1757.019,130.1663,113.3984,416.75,
1757.02,130.4315,113.3359,417.125,
1757.021,130.9695,113.4141,416.875,
1757.022,131.1489,113.5469,417.125,
1757.023,131.1801,113.4453,416.8438,
1757.024,131.3516,113.4531,416.9062,
1757.025,131.1099,113.3672,416.875,
1757.026,131.1801,113.4609,416.8438,
1757.027,130.876,113.5703,416.75,
1757.028,130.486,113.4922,416.8438,
1757.029,130.2599,113.4844,417.25,
1757.03,129.675,113.4062,416.8438,
1757.031,129.4177,113.4844,417.25,
1757.032,128.8796,113.6172,416.7812,
1757.033,128.2635,113.5391,417.2188,
1757.034,127.8736,113.5469,416.8125,
1757.035,127.164,113.4609,417.1875,
1757.036,126.8286,113.5312,416.875,
1757.037,126.2282,113.6562,417.1562,
1757.038,125.5965,113.5703,416.875,
1757.039,125.2066,113.5703,417.0312,
1757.04,124.536,113.4844,416.9062,
1757.041,124.2396,113.5781,416.875,
1757.042,123.7171,113.6797,418.3125,
1757.043,123.1401,113.5859,418.1875,
1757.044,122.8203,113.5703,418.1562,
1757.045,122.2199,113.5,418.2188,
1757.046,121.9859,113.5781,418.0938,
1757.047,121.5258,113.6953,418.25,
1757.048,120.9877,113.6094,418.1562,
1757.049,120.7382,113.5938,418.1875,
1757.05,120.1611,113.5234,418.1562,
1757.051,119.9662,113.5859,418.1875,
1757.052,119.5373,113.7109,418.2188,
1757.053,119.0694,113.6328,418.25,
1757.054,118.851,113.6094,418.2188,
1757.055,118.3519,113.5469,418.2188,
1757.056,118.2583,113.6328,418.1875,
1757.057,117.9074,113.7344,418.2812,
1757.058,117.5097,113.6406,418.375,
1757.059,117.3927,113.6016,418.1875,
1757.06,116.995,113.5391,418.25,
1757.061,116.956,113.6328,418.25,
1757.062,116.6987,113.7344,418.2812,
1757.063,116.3867,113.6484,418.3125,
1757.064,116.3244,113.6406,418.25,
1757.065,115.9968,113.5547,418.125,
1757.066,116.0124,113.6328,418.25,
1757.067,115.7941,113.7344,418.25,
1757.068,115.5133,113.6562,418.3125,
1757.069,115.4899,113.6406,418.1875,
1757.07,115.1468,113.5703,418.25,
1757.071,115.1936,113.6328,418.1562,
1757.072,114.9675,113.75,418.25,
1757.073,114.7101,113.6406,418.25,
1757.074,114.7101,113.6484,418.25,
1757.075,114.3982,113.5703,418.2812,
1757.076,114.4372,113.6328,418.3125,
1757.077,114.2188,113.7422,418.2812,
1757.078,113.9771,113.6562,418.2812,
1757.079,113.9693,113.6406,418.1875,
1757.08,113.6573,113.5703,418.3125,
1757.081,113.7041,113.6328,418.25,
1757.082,113.517,113.7578,418.2812,
1757.083,113.2596,113.6484,418.3125,
1757.084,113.2596,113.6484,418.125,
1757.085,112.9477,113.5469,418.1875,
1757.086,112.9789,113.6328,418.25,
1757.087,112.7995,113.7344,418.25,
1757.088,112.5266,113.6484,418.2812,
1757.089,112.5266,113.6328,418.25,
1757.09,112.2147,113.5547,418.1875,
1757.091,112.2537,113.6328,418.25,
1757.092,112.0509,113.7344,418.3125,
1757.093,111.8014,113.6562,418.2188,
1757.094,111.8092,113.6406,418.1875,
1757.095,111.4894,113.5469,418.1875,
1757.096,111.5206,113.6172,418.1875,
1757.097,111.3413,113.7344,418.25,
1757.098,111.0839,113.6328,418.25,
1757.099,111.0683,113.6328,418.25,
1757.1,110.733,113.5469,418.3125,
1757.101,110.772,113.5938,418.2812,
1757.102,110.577,113.7188,418.25,
1757.103,110.3119,113.6328,418.25,
1757.104,110.2963,113.6172,418.2188,
1757.105,109.9688,113.5312,418.25,
1757.106,110,113.6094,418.3125,
1757.107,109.7972,113.7344,418.3125,
1757.108,109.5087,113.6406,418.125,
1757.109,109.4931,113.6172,418.25,
1757.11,109.1577,113.5234,418.1562,
1757.111,109.1967,113.5938,418.2188,
1757.112,109.0096,113.7188,418.2812,
1757.113,108.7132,113.6094,418.25,
1757.114,108.6976,113.5938,418.3125,
1757.115,108.3779,113.5234,418.2812,
1757.116,108.3935,113.5859,418.2188,
1757.117,108.183,113.6953,418.25,
1757.118,107.91,113.5938,418.25,
1757.119,107.8632,113.5859,418.25,
1757.12,107.5357,113.5156,418.25,
1757.121,107.5591,113.5703,418.25,
1757.122,107.3407,113.6797,418.2188,
1757.123,107.0522,113.5859,418.2188,
1757.124,106.9976,113.5781,418.125,
1757.125,106.6701,113.4844,418.25,
1757.126,106.6701,113.5469,418.3125,
1757.127,106.4673,113.6641,418.2188,
1757.128,106.1398,113.5703,418.25,
1757.129,106.1008,113.5391,418.2812,
1757.13,105.7499,113.4766,418.3125,
1757.131,105.7499,113.5312,418.2812,
1757.132,105.5237,113.6406,418.1875,
1757.133,105.2196,113.5469,418.25,
1757.134,105.1494,113.5312,418.3438,
1757.135,104.7907,113.4609,418.3125,
1757.136,104.7907,113.5156,418.3125,
1757.137,104.5568,113.6328,418.1562,
1757.138,104.237,113.5312,418.25,
1757.139,104.1824,113.5,418.375,
1757.14,103.8627,113.4297,418.25,
1757.141,103.9329,113.5,418.2188,
1757.142,103.8627,113.6016,418.125,
1757.143,103.7925,113.5078,418.25,
1757.144,104.1668,113.4922,418.2812,
1757.145,104.4008,113.3984,418.3125,
1757.146,105.2118,113.4609,418.2188,
1757.147,105.976,113.5859,418.2188,
1757.148,106.865,113.4766,418.1562,
1757.149,108.1752,113.4688,418.3125,
1757.15,109.3059,113.3828,418.2188,
1757.151,110.9357,113.4531,418.125,
1757.152,112.355,113.5781,418.1875,
1757.153,113.7977,113.4766,418.4062,
1757.154,115.5211,113.4609,418.1875,
1757.155,116.9482,113.3906,418.2188,
1757.156,118.7886,113.4531,418.2812,
1757.157,120.3483,113.5781,416.8438,
1757.158,121.8767,113.5,416.1875,
1757.159,123.6469,113.4844,415.6875,
1757.16,125.0662,113.3984,416.125,
1757.161,126.8754,113.4844,415.6562,
1757.162,128.3259,113.6172,416.1562,
1757.163,129.7218,113.5234,415.75,
1757.164,131.2971,113.5312,416.0312,
1757.165,132.4512,113.4453,415.6875,
1757.166,134.0031,113.5234,415.9688,
1757.167,135.0948,113.6484,415.875,
1757.168,136.1086,113.5781,415.75,
1757.169,137.2705,113.5703,415.8125,
1757.17,138.0036,113.5078,415.7812,
1757.171,139.0641,113.5859,415.7812,
1757.172,139.688,113.7109,415.875,
1757.173,140.2339,113.6328,416.375,
1757.174,140.9201,113.6484,415.7812,
1757.175,141.2009,113.5781,416.0938,
1757.176,141.8247,113.6328,415.7188,
1757.177,142.0587,113.7969,416.1875,
1757.178,142.2147,113.7109,415.8438,
1757.179,142.5344,113.7109,416.0625,
