Time,BP,MBP,HR,Event
1302.289,106.5609,117.4844,431.0938,
1302.29,106.3582,117.4141,431.1562,
1302.291,106.015,117.3828,431.1875,
1302.292,105.8357,117.4922,431.1875,
1302.293,105.7187,117.5391,431.1875,
1302.294,105.2976,117.4688,431.1875,
1302.295,105.1416,117.3828,431.1875,
1302.296,104.8765,117.3516,431.0938,
1302.297,104.8843,117.4609,431.0938,
1302.298,105.0714,117.5078,431.1562,
1302.299,105.126,117.4453,431.1562,
1302.3,105.6875,117.3594,431.1875,
1302.301,106.288,117.3203,431.0938,
1302.302,107.3407,117.4297,431.1562,
1302.303,108.7054,117.4688,431.1875,
1302.304,109.922,117.4141,431.1875,
1302.305,111.5986,117.3359,431.125,
1302.306,113.1972,117.2891,431.0938,
1302.307,115.1156,117.4062,431.1875,
1302.308,117.151,117.4688,431.125,
1302.309,118.8744,117.4219,431.1562,
1302.31,120.902,117.3359,431.0938,
1302.311,122.7579,117.2969,431.0938,
1302.312,124.7699,117.4062,429.8438,
1302.313,126.8286,117.4609,429.8438,
1302.314,128.4897,117.4297,429.75,
1302.315,130.4237,117.3594,429.7188,
1302.316,132.0379,117.3281,429.6875,
1302.317,133.7925,117.4453,429.75,
1302.318,135.5237,117.5312,430.0938,
1302.319,136.787,117.4609,429.75,
1302.32,138.2921,117.4141,430.0938,
1302.321,139.4541,117.3828,429.7188,
1302.322,140.6784,117.5078,430.0938,
1302.323,141.8949,117.5547,429.6562,
1302.324,142.6514,117.5156,430,
1302.325,143.6183,117.4844,429.7188,
1302.326,144.2656,117.4688,430,
1302.327,145.022,117.5547,429.7188,
1302.328,145.7395,117.6328,429.7188,
1302.329,146.0046,117.5938,429.7188,
1302.33,146.5505,117.5391,429.6875,
1302.331,146.7922,117.5078,429.7812,
1302.332,147.1276,117.6328,429.8438,
1302.333,147.4707,117.7109,430.25,
1302.334,147.4239,117.6641,429.5938,
1302.335,147.6033,117.6016,430,
1302.336,147.5253,117.5938,429.6875,
1302.337,147.5643,117.7031,430.0625,
1302.338,147.6501,117.7656,429.6875,
1302.339,147.3303,117.7422,430.0625,
1302.34,147.2679,117.6797,429.6875,
1302.341,146.956,117.6641,429.8438,
1302.342,146.7611,117.7734,429.8125,
1302.343,146.6051,117.8359,429.7188,
1302.344,146.0748,117.8125,429.5625,
1302.345,145.7941,117.7578,429.8438,
1302.346,145.2872,117.7344,430.1562,
1302.347,144.9207,117.8594,429.6875,
1302.348,144.5931,117.9141,430.125,
1302.349,143.9069,117.8828,429.6875,
1302.35,143.4858,117.7969,431.0312,
1302.351,142.8463,117.8047,431.0312,
1302.352,142.3706,117.9062,430.9375,
1302.353,141.9495,117.9609,431.125,
1302.354,141.1619,117.9297,431,
1302.355,140.6394,117.8828,431.0938,
1302.356,139.922,117.8438,431.1562,
1302.357,139.3293,117.9766,431.0625,
1302.358,138.838,118.0469,431,
1302.359,137.9958,118.0078,431.0938,
1302.36,137.4265,117.9297,431.0312,
1302.361,136.7091,117.9062,431.2188,
1302.362,136.1242,118.0156,431.125,
1302.363,135.6563,118.0859,431.0938,
1302.364,134.8999,118.0312,431.1875,
1302.365,134.4086,117.9844,431.125,
1302.366,133.7691,117.9531,431.1875,
1302.367,133.348,118.0625,431.0312,
1302.368,132.9659,118.1016,431.125,
1302.369,132.3186,118.0781,431.0938,
1302.37,131.9365,118.0156,431.1562,
1302.371,131.4062,117.9688,431.1562,
1302.372,131.0553,118.1016,431.0938,
1302.373,130.8058,118.1484,431.0938,
1302.374,130.2209,118.1016,431.0625,
1302.375,129.9324,118.0234,431.1562,
1302.376,129.4645,118.0078,431.1875,
1302.377,129.1759,118.1172,431.1562,
1302.378,128.9576,118.1797,431.0312,
1302.379,128.4429,118.125,431.125,
1302.38,128.1777,118.0703,431,
1302.381,127.78,118.0312,431.0938,
1302.382,127.4993,118.1406,431.1562,
1302.383,127.3277,118.2031,431.0938,
1302.384,126.852,118.1719,431.0938,
1302.385,126.6181,118.1016,431.0625,
1302.386,126.236,118.0391,431.0938,
1302.387,125.9864,118.1719,431.1875,
1302.388,125.8461,118.2188,431.0938,
1302.389,125.3704,118.1875,431.125,
1302.39,125.1676,118.0938,431.125,
1302.391,124.7777,118.0703,431.0625,
1302.392,124.5827,118.1719,431.0625,
1302.393,124.4502,118.2344,431.0312,
1302.394,123.9979,118.1953,431.0938,
1302.395,123.7951,118.1172,431.125,
1302.396,123.4442,118.0781,431.125,
1302.397,123.2414,118.1797,431.0938,
1302.398,123.1089,118.2344,431.125,
1302.399,122.6644,118.1953,431.0938,
1302.4,122.446,118.1328,431.1562,
1302.401,122.1107,118.0938,431.0938,
1302.402,121.9079,118.2109,431.0625,
1302.403,121.7676,118.2422,431.0625,
1302.404,121.3075,118.2031,431.0938,
1302.405,121.0969,118.1484,431.1875,
1302.406,120.7382,118.0938,431.0625,
1302.407,120.512,118.2109,431.0938,
1302.408,120.3639,118.2656,431.125,
1302.409,119.9038,118.2109,431.1562,
1302.41,119.701,118.1484,431.1875,
1302.411,119.3189,118.1016,431.0312,
1302.412,119.0928,118.1953,431.0625,
1302.413,118.9524,118.2578,431.1562,
1302.414,118.5001,118.2188,431.0625,
1302.415,118.2583,118.1406,431.125,
1302.416,117.884,118.0938,431.0625,
1302.417,117.6735,118.2188,431.2188,
1302.418,117.4941,118.2578,431.1562,
1302.419,117.0418,118.2188,431.0938,
1302.42,116.8001,118.1328,431.0938,
1302.421,116.4335,118.0938,431.0312,
1302.422,116.2074,118.1953,431.1562,
1302.423,116.0514,118.2656,431.1562,
1302.424,115.5991,118.2109,431.0938,
1302.425,115.334,118.1328,431.0625,
1302.426,114.9831,118.0938,430.9688,
1302.427,114.7647,118.2031,431.125,
1302.428,114.6165,118.25,431.1875,
1302.429,114.133,118.2031,431.0625,
1302.43,113.9069,118.1172,431.0938,
1302.431,113.5482,118.0859,431.0312,
1302.432,113.3376,118.1953,431.125,
1302.433,113.1895,118.2578,431.125,
1302.434,112.7294,118.1953,431.0625,
1302.435,112.4954,118.1094,431.0625,
1302.436,112.1289,118.0625,431,
1302.437,111.9105,118.1641,431.125,
1302.438,111.7546,118.2344,431.2188,
1302.439,111.3023,118.1719,431.0938,
1302.44,111.0683,118.0938,430.9688,
1302.441,110.7252,118.0469,431.0938,
1302.442,110.5536,118.1562,431.1875,
1302.443,110.4834,118.2031,431.1875,
1302.444,110.2261,118.1484,431.0938,
1302.445,110.3275,118.0703,431.0625,
1302.446,110.5068,118.0234,431.1875,
1302.447,111.0293,118.1406,431.0938,
1302.448,111.9105,118.1953,431.125,
1302.449,112.6904,118.1406,431.0938,
1302.45,114.0005,118.0547,430.9688,
1302.451,115.373,118.0156,431.1875,
1302.452,117.0262,118.1328,431.1562,
1302.453,118.929,118.1641,431.2188,
1302.454,120.5588,118.1172,431.0312,
1302.455,122.5474,118.0703,431.125,
1302.456,124.3956,118.0078,431.1875,
1302.457,126.3763,118.1328,431.1875,
1302.458,128.4975,118.1797,431.125,
1302.459,130.2443,118.1484,431.1562,
1302.46,132.2485,118.0781,429.75,
1302.461,134.0421,118.0469,433.3125,
1302.462,135.898,118.1719,433,
1302.463,137.8398,118.2344,433.4062,
1302.464,139.3293,118.1953,432.9375,
1302.465,141.0293,118.1406,433.3438,
1302.466,142.4564,118.0938,432.9062,
1302.467,143.9225,118.2188,433.3125,
1302.468,145.3964,118.2969,432.9375,
1302.469,146.4101,118.2578,433.2188,
1302.47,147.6267,118.2109,432.9375,
1302.471,148.5469,118.1797,433.0938,
1302.472,149.4827,118.2969,432.875,
1302.473,150.4808,118.3438,432.8438,
1302.474,151.0111,118.3359,432.9688,
1302.475,151.7442,118.2812,432.9688,
1302.476,152.2276,118.2578,433.5,
1302.477,152.7657,118.3906,433,
1302.478,153.335,118.4453,433.3125,
1302.479,153.4676,118.4219,432.9062,
1302.48,153.8731,118.3594,433.3125,
1302.481,153.9979,118.3281,433,
1302.482,154.2162,118.4688,433.1875,
1302.483,154.5437,118.5312,432.875,
1302.484,154.3956,118.5,433.125,
1302.485,154.5593,118.4375,432.9062,
1302.486,154.4658,118.4375,432.9375,
1302.487,154.4502,118.5547,432.8125,
1302.488,154.5281,118.6094,432.9062,
1302.489,154.2084,118.5859,432.9062,
1302.49,154.1538,118.5391,432.875,
1302.491,153.8731,118.5234,433.3125,
1302.492,153.6469,118.6406,432.9375,
1302.493,153.5144,118.7109,433.25,
1302.494,152.9685,118.6797,432.9375,
1302.495,152.6566,118.6328,433.2188,
1302.496,152.1575,118.5859,432.9375,
1302.497,151.7442,118.7422,433.25,
1302.498,151.3698,118.7812,434.25,
1302.499,150.6212,118.7656,434.3125,
1302.5,150.0909,118.7109,434.3125,
1302.501,149.3891,118.6719,434.25,
1302.502,148.7496,118.7812,434.25,
1302.503,148.2115,118.8672,434.4375,
1302.504,147.2757,118.8359,434.2188,
1302.505,146.5895,118.7656,434.2812,
1302.506,145.7551,118.7578,434.25,
1302.507,145.0064,118.8516,434.3125,
1302.508,144.3826,118.9141,434.25,
1302.509,143.4234,118.8906,434.4062,
1302.51,142.7605,118.8438,434.4375,
1302.511,141.9729,118.7812,434.375,
1302.512,141.3101,118.9297,434.3438,
1302.513,140.7954,118.9922,434.375,
1302.514,139.9532,118.9453,434.2812,
1302.515,139.4073,118.8828,434.2188,
1302.516,138.7522,118.8516,434.3125,
1302.517,138.2063,118.9688,434.3438,
1302.518,137.8164,119.0312,434.2812,
1302.519,137.1068,118.9922,434.3438,
1302.52,136.6545,118.9219,434.2188,
1302.521,136.1164,118.8828,434.25,
1302.522,135.6875,119.0156,434.3125,
1302.523,135.3834,119.0703,434.3125,
1302.524,134.7751,119.0312,434.3125,
1302.525,134.4164,118.9609,434.2188,
1302.526,133.9641,118.9297,434.3438,
1302.527,133.6131,119.0469,434.3125,
1302.528,133.3948,119.1016,434.375,
1302.529,132.8411,119.0703,434.2812,
1302.53,132.537,119.0078,434.2812,
1302.531,132.1315,118.9609,434.2188,
1302.532,131.8429,119.0703,434.2188,
1302.533,131.6558,119.125,434.3125,
1302.534,131.1645,119.0938,434.3125,
1302.535,130.8993,119.0312,434.2188,
1302.536,130.5328,119,434.25,
1302.537,130.2521,119.1172,434.25,
1302.538,130.0961,119.1562,434.3438,
1302.539,129.636,119.1328,434.3125,
1302.54,129.3709,119.0625,434.2812,
1302.541,129.0122,119.0312,434.3125,
1302.542,128.786,119.1328,434.3438,
1302.543,128.6222,119.1797,434.3438,
1302.544,128.1622,119.1328,434.2812,
1302.545,127.9048,119.0781,434.375,
1302.546,127.5695,119.0312,434.1875,
1302.547,127.3121,119.1484,434.2812,
1302.548,127.164,119.2031,434.4062,
1302.549,126.6883,119.1719,434.2812,
1302.55,126.4387,119.0938,434.25,
1302.551,126.0956,119.0703,434.3125,
1302.552,125.8305,119.1484,434.25,
1302.553,125.6511,119.2188,434.3438,
1302.554,125.1832,119.1953,434.25,
1302.555,124.9181,119.125,434.375,
1302.556,124.5515,119.0703,434.3438,
1302.557,124.2786,119.1797,434.2812,
1302.558,124.107,119.2188,434.375,
1302.559,123.6313,119.1953,434.2188,
1302.56,123.3428,119.1172,434.3125,
1302.561,122.9685,119.0781,434.4062,
1302.562,122.68,119.1875,434.3438,
1302.563,122.5396,119.2422,434.3125,
1302.564,122.0483,119.2031,434.2812,
1302.565,121.752,119.1328,434.2812,
1302.566,121.3698,119.0625,434.2188,
1302.567,121.1047,119.1953,434.3125,
1302.568,120.9331,119.2422,434.3438,
1302.569,120.4419,119.2188,434.1875,
1302.57,120.1455,119.1172,434.3125,
1302.571,119.779,119.0781,434.3438,
1302.572,119.4983,119.1953,434.375,
1302.573,119.3033,119.2422,434.2188,
1302.574,118.812,119.2109,434.1875,
1302.575,118.5157,119.125,434.2812,
1302.576,118.1336,119.0781,434.375,
1302.577,117.845,119.1953,434.2812,
1302.578,117.6657,119.2266,434.2812,
1302.579,117.1588,119.2109,434.2812,
1302.58,116.8546,119.1328,434.4062,
1302.581,116.4803,119.0703,434.3125,
1302.582,116.184,119.1797,434.2812,
1302.583,115.9968,119.2266,434.2188,
1302.584,115.4977,119.1797,434.25,
1302.585,115.1936,119.1172,434.3125,
1302.586,114.8427,119.0625,434.3125,
1302.587,114.5542,119.1719,434.2812,
1302.588,114.4294,119.2031,434.1562,
1302.589,114.0629,119.1953,434.2188,
1302.59,113.9693,119.1094,434.2812,
1302.591,113.9537,119.0469,434.3125,
1302.592,114.2266,119.1641,434.25,
1302.593,114.8505,119.1953,434.3125,
1302.594,115.373,119.1719,434.25,
1302.595,116.3711,119.0781,434.3125,
1302.596,117.5175,119.0391,434.375,
1302.597,118.9524,119.1562,434.25,
1302.598,120.6836,119.1953,434.3125,
1302.599,122.1887,119.1641,434.3438,
1302.6,124.0447,119.0781,434.2812,
1302.601,125.8305,119.0391,434.2812,
1302.602,127.7722,119.1641,434.25,
1302.603,129.8544,119.2188,434.25,
1302.604,131.5544,119.1797,434.2812,
1302.605,133.5118,119.1016,434.2812,
1302.606,135.3678,119.0703,432.9375,
1302.607,137.216,119.2031,437.6875,
1302.608,139.1811,119.25,437.3438,
1302.609,140.6784,119.2344,437.625,
1302.61,142.3862,119.1484,437.1875,
1302.611,143.8601,119.125,437.5938,
1302.612,145.334,119.2656,437.2812,
1302.613,146.8468,119.3203,437.375,
1302.614,147.8372,119.2969,437.25,
1302.615,148.9992,119.2266,437.25,
1302.616,149.935,119.2031,437.1875,
1302.617,150.8551,119.3203,437.25,
1302.618,151.7987,119.3828,437.75,
1302.619,152.251,119.3672,437.25,
1302.62,152.8749,119.3125,437.7188,
1302.621,153.2804,119.2891,437.1875,
1302.622,153.6859,119.3984,437.7188,
1302.623,154.1538,119.4609,437.3125,
1302.624,154.1382,119.4609,437.625,
1302.625,154.341,119.3906,437.2188,
1302.626,154.3332,119.375,437.4375,
1302.627,154.3488,119.5,437.3125,
1302.628,154.4268,119.5469,437.3438,
1302.629,154.0602,119.5312,437.2812,
1302.63,153.8965,119.4766,437.2188,
1302.631,153.5534,119.4453,437.2812,
1302.632,153.2414,119.5703,437.25,
1302.633,153.0153,119.6484,437.8125,
1302.634,152.368,119.6094,437.0938,
1302.635,151.9157,119.5547,437.5625,
1302.636,151.362,119.5391,437.0625,
1302.637,150.824,119.6562,437.5625,
1302.638,150.3951,119.7188,437.3438,
1302.639,149.584,119.6953,437.5938,
1302.64,148.9992,119.6328,437.1875,
1302.641,148.2973,119.6094,437.3125,
1302.642,147.6579,119.7266,437.2812,
1302.643,147.151,119.7812,437.375,
1302.644,146.2776,119.7578,437.3125,
1302.645,145.6147,119.6953,438.5,
1302.646,144.8661,119.6641,438.5625,
1302.647,144.1954,119.7812,438.5625,
1302.648,143.6339,119.8438,438.7188,
1302.649,142.7449,119.8281,438.625,
1302.65,142.0587,119.7578,438.5938,
1302.651,141.3256,119.7109,438.5625,
1302.652,140.6706,119.8203,438.625,
1302.653,140.1481,119.8906,438.6562,
1302.654,139.3293,119.8828,438.5,
1302.655,138.7444,119.8203,438.4375,
1302.656,138.0972,119.7578,438.625,
1302.657,137.5591,119.8828,438.625,
1302.658,137.177,119.9375,438.625,
1302.659,136.4829,119.9141,438.625,
1302.66,136.0072,119.8438,438.5625,
1302.661,135.4847,119.8047,438.6875,
1302.662,135.0636,119.9141,438.5938,
1302.663,134.7751,119.9766,438.5938,
1302.664,134.1824,119.9609,438.5312,
1302.665,133.7925,119.8828,438.6562,
1302.666,133.3558,119.8438,438.625,
1302.667,133.0127,119.9609,438.5938,
1302.668,132.7943,120.0078,438.625,
1302.669,132.264,119.9922,438.5312,
1302.67,131.9443,119.9062,438.7188,
1302.671,131.5466,119.8594,438.6562,
1302.672,131.2347,119.9688,438.6875,
1302.673,131.0631,120.0312,438.6875,
1302.674,130.5562,120.0312,438.5625,
1302.675,130.2521,119.9453,438.6562,
1302.676,129.8856,119.8828,438.625,
1302.677,129.6126,120.0078,438.6562,
