Time,BP,MBP,HR,Event
2105.7,111.3257,120.6016,402.125,
2105.701,111.0917,120.4141,402.2188,
2105.702,110.772,120.3906,402.0938,
2105.703,110.655,120.4609,402.1875,
2105.704,110.694,120.5547,402.1875,
2105.705,110.4445,120.5703,402.2812,
2105.706,110.2105,120.3984,402.1875,
2105.707,109.844,120.375,402.0938,
2105.708,109.6958,120.4141,402.1875,
2105.709,109.7426,120.5312,402.1875,
2105.71,109.4775,120.5547,402.1875,
2105.711,109.2357,120.3828,402.1875,
2105.712,108.8692,120.3516,402.1875,
2105.713,108.721,120.3984,402.2188,
2105.714,108.7444,120.5078,402.3125,
2105.715,108.4559,120.5156,402.2188,
2105.716,108.1986,120.3359,402.2188,
2105.717,107.8476,120.3203,402.25,
2105.718,107.6761,120.3672,402.1875,
2105.719,107.6995,120.4688,402.1875,
2105.72,107.4265,120.4844,402.2188,
2105.721,107.1614,120.3281,402.125,
2105.722,106.8027,120.2891,402.25,
2105.723,106.6545,120.3438,402.25,
2105.724,106.7013,120.4531,402.25,
2105.725,106.3971,120.4609,402.2812,
2105.726,106.1632,120.2734,402.1875,
2105.727,105.8123,120.2578,402.1875,
2105.728,105.6563,120.3047,402.25,
2105.729,105.6875,120.4062,402.1875,
2105.73,105.4224,120.4219,402.2812,
2105.731,105.1728,120.2266,402.2188,
2105.732,104.8453,120.2109,402.1875,
2105.733,104.6737,120.2656,402.125,
2105.734,104.7361,120.3828,402.3125,
2105.735,104.471,120.3828,402.2188,
2105.736,104.237,120.1953,402.1875,
2105.737,103.9095,120.1641,402.2188,
2105.738,103.7691,120.2188,402.2188,
2105.739,103.8549,120.3281,402.25,
2105.74,103.6054,120.3359,402.1875,
2105.741,103.3714,120.1562,402.3125,
2105.742,103.0673,120.1406,402.2188,
2105.743,102.9347,120.1797,402.1875,
2105.744,103.0205,120.2891,402.2812,
2105.745,102.7709,120.3047,402.1875,
2105.746,102.5448,120.1172,402.1875,
2105.747,102.2173,120.0703,402.1562,
2105.748,102.1003,120.1562,402.1562,
2105.749,102.1549,120.2578,402.2188,
2105.75,101.9131,120.2656,402.1562,
2105.751,101.6714,120.0703,402.25,
2105.752,101.3439,120.0312,402.2812,
2105.753,101.2113,120.0938,402.2188,
2105.754,101.2737,120.2109,402.2188,
2105.755,101.0319,120.2031,402.125,
2105.756,100.7824,120.0312,402.2812,
2105.757,100.4627,119.9922,402.2812,
2105.758,100.3145,120.0312,402.25,
2105.759,100.3769,120.1484,402.2188,
2105.76,100.1273,120.1484,402.2812,
2105.761,99.86219,119.9688,402.25,
2105.762,99.52686,119.9453,402.2188,
2105.763,99.3475,119.9922,402.1875,
2105.764,99.3631,120.1172,402.2188,
2105.765,99.09796,120.1094,402.2188,
2105.766,98.83282,119.9219,402.1875,
2105.767,98.48189,119.8828,402.1562,
2105.768,98.30253,119.9531,402.1562,
2105.769,98.30253,120.0469,402.125,
2105.77,98.02959,120.0469,402.2188,
2105.771,97.81904,119.8906,402.2188,
2105.772,97.5383,119.8516,402.2188,
2105.773,97.5539,119.8828,402.1562,
2105.774,97.88143,120.0078,402.1562,
2105.775,98.02179,120.0156,402.1875,
2105.776,98.36492,119.8047,402.1875,
2105.777,98.77043,119.7734,402.1562,
2105.778,99.55806,119.8359,402.2188,
2105.779,100.72,119.9609,402.3125,
2105.78,101.6636,119.9531,402.2188,
2105.781,102.7943,119.7734,402.25,
2105.782,103.8705,119.7344,402.2188,
2105.783,105.2118,119.8047,402.125,
2105.784,106.7949,119.8984,402.2188,
2105.785,108.0426,119.9062,402.25,
2105.786,109.3761,119.7422,402.25,
2105.787,110.5302,119.7109,402.25,
2105.788,111.8793,119.7734,402.1875,
2105.789,113.4234,119.8672,401.0312,
2105.79,114.6009,119.8906,398.6875,
2105.791,115.7941,119.7188,399.0625,
2105.792,116.7689,119.7031,398.7188,
2105.793,117.9464,119.7734,398.9375,
2105.794,119.2331,119.8672,398.6875,
2105.795,120.1377,119.8984,398.8438,
2105.796,121.0501,119.7344,398.7812,
2105.797,121.7364,119.6953,398.7188,
2105.798,122.5708,119.7578,398.7188,
2105.799,123.5066,119.8828,398.75,
2105.8,124.0447,119.8828,398.7188,
2105.801,124.536,119.7188,398.6875,
2105.802,124.7777,119.6953,398.8125,
2105.803,125.152,119.7812,398.6562,
2105.804,125.6355,119.8984,399.2812,
2105.805,125.6667,119.9062,398.6875,
2105.806,125.6433,119.7578,399.0625,
2105.807,125.3782,119.7266,398.6562,
2105.808,125.2612,119.7969,399.0625,
2105.809,125.23,119.9141,398.7188,
2105.81,124.8089,119.9297,399.0625,
2105.811,124.3644,119.7578,398.6875,
2105.812,123.7405,119.7344,398.9062,
2105.813,123.2882,119.8203,398.625,
2105.814,122.9841,119.9141,398.7188,
2105.815,122.3368,119.9375,398.6562,
2105.816,121.713,119.7734,398.625,
2105.817,120.9487,119.7578,398.75,
2105.818,120.3717,119.8203,398.6875,
2105.819,119.9896,119.9297,398.7188,
2105.82,119.3033,119.9453,398.5938,
2105.821,118.6327,119.7812,399.1875,
2105.822,117.8684,119.75,398.6875,
2105.823,117.3225,119.8203,399.2188,
2105.824,116.9794,119.9297,398.6875,
2105.825,116.3244,119.9219,399.0312,
2105.826,115.7239,119.7656,398.625,
2105.827,115.0298,119.7344,399,
2105.828,114.5308,119.7969,400.0938,
2105.829,114.2734,119.9062,399.9688,
2105.83,113.6963,119.9219,400.0625,
2105.831,113.1739,119.75,400,
2105.832,112.55,119.7188,400.0312,
2105.833,112.1445,119.7734,399.9688,
2105.834,111.9573,119.8828,399.9688,
2105.835,111.4582,119.9062,400.0312,
2105.836,111.0215,119.7188,399.9688,
2105.837,110.4912,119.7109,400.0625,
2105.838,110.1715,119.7578,400.0938,
2105.839,110.0701,119.8594,400.0938,
2105.84,109.6802,119.8828,400.1875,
2105.841,109.3371,119.6953,400.0312,
2105.842,108.9004,119.6797,400.125,
2105.843,108.6976,119.7344,400.0938,
2105.844,108.7366,119.8438,400.125,
2105.845,108.4325,119.8516,399.9688,
2105.846,108.1908,119.6797,400.0625,
2105.847,107.871,119.6406,400.125,
2105.848,107.754,119.7109,400.1562,
2105.849,107.8398,119.8047,400.0312,
2105.85,107.6293,119.8203,400.0625,
2105.851,107.4499,119.6484,400.1562,
2105.852,107.1614,119.6172,400.0938,
2105.853,107.0912,119.6875,400.125,
2105.854,107.1926,119.7656,400.0625,
2105.855,107.0132,119.7812,400.125,
2105.856,106.8261,119.6172,400.0938,
2105.857,106.5531,119.5859,400.125,
2105.858,106.4673,119.6406,400.125,
2105.859,106.5843,119.7578,400.0938,
2105.86,106.3738,119.75,400.0625,
2105.861,106.1788,119.5703,400.0938,
2105.862,105.9137,119.5547,400.0312,
2105.863,105.8279,119.5938,400.0312,
2105.864,105.937,119.7031,400.0938,
2105.865,105.7499,119.7266,400.0625,
2105.866,105.5315,119.5391,400.0625,
2105.867,105.2664,119.5234,400.0938,
2105.868,105.1572,119.5859,400.2812,
2105.869,105.2508,119.6797,400,
2105.87,105.0247,119.6953,400.0625,
2105.871,104.8297,119.5078,400.0938,
2105.872,104.5178,119.4844,400.0625,
2105.873,104.4008,119.5312,400.125,
2105.874,104.4632,119.6406,400.125,
2105.875,104.2214,119.6484,400.125,
2105.876,103.9953,119.4844,400.1562,
2105.877,103.6755,119.4531,400.0938,
2105.878,103.5352,119.5,400.1875,
2105.879,103.5742,119.6016,400.1875,
2105.88,103.309,119.6094,400.0938,
2105.881,103.0751,119.4453,400.0625,
2105.882,102.7476,119.4062,400.2188,
2105.883,102.5838,119.4609,400.1875,
2105.884,102.615,119.5547,400.1875,
2105.885,102.342,119.5625,400.1562,
2105.886,102.1003,119.3906,400.0625,
2105.887,101.7494,119.3594,400.125,
2105.888,101.5856,119.4375,400.0625,
2105.889,101.6246,119.5312,400.1875,
2105.89,101.3517,119.5234,400.1562,
2105.891,101.1021,119.3516,400.0312,
2105.892,100.7746,119.3203,400.1562,
2105.893,100.6186,119.3906,400.1562,
2105.894,100.681,119.4688,400.1875,
2105.895,100.4003,119.4766,400.125,
2105.896,100.1585,119.2969,400.125,
2105.897,99.83879,119.2734,400.0938,
2105.898,99.67503,119.3203,400.125,
2105.899,99.72962,119.4297,400.1562,
2105.9,99.46448,119.4453,400.125,
2105.901,99.23053,119.2578,400.1562,
2105.902,98.9186,119.2266,400.0625,
2105.903,98.77823,119.2734,400.0625,
2105.904,98.80942,119.375,400.0625,
2105.905,98.55208,119.3828,400.125,
2105.906,98.31813,119.2109,400.1875,
2105.907,97.9906,119.1641,400.125,
2105.908,97.85023,119.2344,400.1875,
2105.909,97.87363,119.3281,400.125,
2105.91,97.62408,119.3438,400.125,
2105.911,97.38234,119.1562,400.1562,
2105.912,97.0704,119.1172,400.0312,
2105.913,96.92224,119.1875,400.1875,
2105.914,96.96903,119.2734,400.1875,
2105.915,96.70388,119.2734,400.0625,
2105.916,96.47773,119.1016,400.125,
2105.917,96.15801,119.0703,400.0938,
2105.918,96.01764,119.1094,400.1875,
2105.919,96.06443,119.2188,400.1562,
2105.92,95.82268,119.2344,400.0625,
2105.921,95.61213,119.0469,400.0312,
2105.922,95.2846,119.0234,400.1562,
2105.923,95.15203,119.0469,400.125,
2105.924,95.20661,119.1406,400.125,
2105.925,94.97267,119.1641,400.125,
2105.926,94.73872,118.9844,400.125,
2105.927,94.42679,118.9453,400.2188,
2105.928,94.28642,119.0078,400.125,
2105.929,94.33321,119.0938,400.0938,
2105.93,94.09926,119.1172,400.0625,
2105.931,93.8965,118.9297,400.0312,
2105.932,93.58457,118.8906,400.1562,
2105.933,93.4754,118.9453,400.0625,
2105.934,93.57677,119.0234,400.0938,
2105.935,93.42081,119.0469,400.2188,
2105.936,93.36622,118.8828,400.0312,
2105.937,93.28824,118.8203,400.125,
2105.938,93.52219,118.8672,400.1562,
2105.939,94.06807,118.9766,400.1875,
2105.94,94.48137,118.9766,400.0625,
2105.941,95.06625,118.8203,400.125,
2105.942,95.69791,118.7734,400.0938,
2105.943,96.68049,118.8203,400.1562,
2105.944,97.94381,118.9141,400.0938,
2105.945,98.97318,118.9141,400.1875,
2105.946,100.1351,118.75,400.2188,
2105.947,101.1879,118.7266,400.1562,
2105.948,102.498,118.7734,400.0938,
2105.949,103.9875,118.8828,400.1562,
2105.95,105.1416,118.8828,400.0312,
2105.951,106.3504,118.7344,400.125,
2105.952,107.3641,118.6875,400.0938,
2105.953,108.5963,118.7422,399.125,
2105.954,109.9298,118.8438,392.4688,
2105.955,110.9124,118.8594,392.7188,
2105.956,111.8949,118.7031,392.2812,
2105.957,112.6982,118.6719,392.7188,
2105.958,113.6573,118.7188,392.25,
2105.959,114.7491,118.8438,392.625,
2105.96,115.4276,118.8516,392.25,
2105.961,116.1294,118.6875,392.5,
2105.962,116.6285,118.6562,392.2812,
2105.963,117.2524,118.7266,392.3125,
2105.964,117.9698,118.8203,392.3125,
2105.965,118.2895,118.8438,392.25,
2105.966,118.5937,118.6875,392.3438,
2105.967,118.6249,118.6641,392.25,
2105.968,118.812,118.7266,392.8125,
2105.969,119.0538,118.8203,392.3125,
2105.97,118.9056,118.8438,392.6562,
2105.971,118.7262,118.6797,392.2812,
2105.972,118.3285,118.6562,392.6875,
2105.973,118.0868,118.7266,392.3438,
2105.974,117.9542,118.8359,392.6562,
2105.975,117.4473,118.8516,392.3125,
2105.976,116.9638,118.6797,392.6875,
2105.977,116.34,118.6641,392.375,
2105.978,115.8721,118.7188,392.4375,
2105.979,115.5523,118.8281,392.2812,
2105.98,114.9363,118.8438,392.4062,
2105.981,114.3514,118.6719,392.3438,
2105.982,113.634,118.6484,392.25,
2105.983,113.1583,118.7188,392.3438,
2105.984,112.7995,118.8203,392.3125,
2105.985,112.1523,118.8203,392.875,
2105.986,111.5674,118.6562,392.375,
2105.987,110.9046,118.6484,392.6875,
2105.988,110.4289,118.7109,392.3125,
2105.989,110.1091,118.7812,392.625,
2105.99,109.5321,118.8203,392.3125,
2105.991,109.0252,118.6406,393.625,
2105.992,108.4091,118.6094,393.5625,
2105.993,107.9958,118.6562,393.5625,
2105.994,107.7618,118.7812,393.5312,
2105.995,107.2394,118.7812,393.7188,
2105.996,106.7949,118.6328,393.625,
2105.997,106.2412,118.5938,393.6875,
2105.998,105.9137,118.6406,393.5312,
2105.999,105.7343,118.7344,393.6562,
2106,105.3054,118.7578,393.625,
2106.001,104.9155,118.5859,393.5938,
2106.002,104.4476,118.5547,393.75,
2106.003,104.2058,118.6094,393.6875,
2106.004,104.1434,118.7031,393.7812,
2106.005,103.8159,118.7031,393.7188,
2106.006,103.5508,118.5469,393.75,
2106.007,103.1921,118.5078,393.6562,
2106.008,103.0985,118.5781,393.6562,
2106.009,103.1297,118.6719,393.7188,
2106.01,102.9191,118.6719,393.6875,
2106.011,102.7709,118.5078,393.625,
2106.012,102.5058,118.4766,393.7188,
2106.013,102.4824,118.5234,393.625,
2106.014,102.5838,118.6406,393.75,
2106.015,102.4278,118.6484,393.75,
2106.016,102.3108,118.4844,393.7188,
2106.017,102.1003,118.4453,393.625,
2106.018,102.0847,118.4844,393.75,
2106.019,102.1939,118.5859,393.6562,
2106.02,102.0379,118.6094,393.7188,
2106.021,101.9209,118.4375,393.7188,
2106.022,101.6948,118.3906,393.7188,
2106.023,101.6948,118.4297,393.5625,
2106.024,101.8118,118.5625,393.75,
2106.025,101.6636,118.5703,393.6562,
2106.026,101.5154,118.3828,393.6875,
2106.027,101.3127,118.3594,393.7812,
2106.028,101.2659,118.4062,393.7188,
2106.029,101.3595,118.5156,393.7188,
2106.03,101.1879,118.5234,393.7188,
2106.031,101.0631,118.3594,393.6562,
2106.032,100.837,118.3203,393.5625,
2106.033,100.798,118.3594,393.75,
2106.034,100.8838,118.4688,393.625,
2106.035,100.72,118.4766,393.75,
2106.036,100.5718,118.3047,393.6875,
2106.037,100.3379,118.2734,393.75,
2106.038,100.2755,118.3125,393.8125,
2106.039,100.3613,118.4297,393.75,
2106.04,100.1741,118.4453,393.6875,
2106.041,100.0026,118.2578,393.7812,
2106.042,99.73742,118.2344,393.75,
2106.043,99.66723,118.2812,393.7812,
2106.044,99.69842,118.3828,393.7188,
2106.045,99.47227,118.3828,393.75,
2106.046,99.28512,118.2188,393.5938,
2106.047,98.99658,118.1953,393.8125,
2106.048,98.8874,118.2344,393.75,
2106.049,98.9186,118.3438,393.6875,
2106.05,98.68465,118.3438,393.6562,
2106.051,98.4663,118.1719,393.6562,
2106.052,98.16216,118.125,393.7812,
2106.053,98.04519,118.1719,393.7812,
2106.054,98.04519,118.2812,393.6875,
2106.055,97.81124,118.3047,393.7188,
2106.056,97.5617,118.1328,393.7188,
2106.057,97.24976,118.0859,393.7188,
2106.058,97.14059,118.1328,393.6562,
2106.059,97.13279,118.2344,393.75,
2106.06,96.87545,118.2578,393.6875,
2106.061,96.66489,118.0703,393.8125,
2106.062,96.35296,118.0391,393.7188,
2106.063,96.22039,118.0859,393.7188,
2106.064,96.22039,118.1953,393.8125,
2106.065,95.95525,118.1875,393.75,
2106.066,95.7369,118.0234,393.8125,
2106.067,95.44836,117.9766,393.7188,
2106.068,95.33139,118.0234,393.8125,
2106.069,95.35478,118.1328,393.6875,
2106.07,95.10524,118.1406,393.8125,
2106.071,94.89468,117.9688,393.7812,
2106.072,94.61395,117.9219,393.7188,
2106.073,94.52037,117.9766,393.6875,
2106.074,94.55936,118.0859,393.75,
2106.075,94.3488,118.0859,393.75,
2106.076,94.13045,117.8984,393.7188,
2106.077,93.84971,117.8828,393.75,
2106.078,93.76393,117.9062,393.6875,
2106.079,93.78733,118.0156,393.7188,
2106.08,93.55338,118.0078,393.7188,
2106.081,93.36622,117.8359,393.7188,
2106.082,93.10108,117.8203,393.7188,
2106.083,93.0231,117.8438,393.7812,
2106.084,93.04649,117.9453,393.625,
2106.085,92.82814,117.9531,393.75,
2106.086,92.64098,117.7812,393.7188,
2106.087,92.36024,117.75,393.75,
2106.088,92.27446,117.8047,393.75,
2106.089,92.31345,117.8984,393.7188,
2106.09,92.06391,117.8906,393.7812,
2106.091,91.87675,117.7188,393.75,
2106.092,91.60381,117.6797,393.75,
2106.093,91.49463,117.7188,393.75,
2106.094,91.54142,117.8359,393.6875,
2106.095,91.31527,117.8359,393.7188,
2106.096,91.12032,117.6641,393.75,
2106.097,90.86297,117.6094,393.75,
2106.098,90.80059,117.6562,393.75,
2106.099,90.89417,117.7734,393.6875,
2106.1,90.82398,117.7734,393.7812,
2106.101,90.86297,117.5859,393.7188,
2106.102,90.93316,117.5703,393.75,
2106.103,91.31527,117.5938,393.75,
2106.104,92.01712,117.6953,393.625,
2106.105,92.59419,117.7031,393.75,
2106.106,93.41301,117.5391,393.8125,
2106.107,94.26302,117.5,393.7812,
2106.108,95.41717,117.5469,393.6875,
2106.109,96.82866,117.6484,393.6875,
2106.11,97.9906,117.6562,393.7188,
2106.111,99.3397,117.4844,393.75,
2106.112,100.525,117.4375,393.7188,
2106.113,101.9599,117.5,393.6875,
2106.114,103.5196,117.6016,393.8125,
2106.115,104.7283,117.6172,393.7188,
2106.116,106.0072,117.4531,392.3125,
2106.117,107.1068,117.4219,393.5312,
2106.118,108.3857,117.4688,393.5,
2106.119,109.7426,117.5781,393.4688,
2106.12,110.7564,117.5859,393.3125,
2106.121,111.817,117.4297,393.4375,
2106.122,112.6514,117.3906,393.25,
2106.123,113.6729,117.4453,393.8125,
2106.124,114.7881,117.5781,393.4062,
2106.125,115.5211,117.5938,393.875,
2106.126,116.301,117.4219,393.4062,
2106.127,116.878,117.3984,393.75,
2106.128,117.5799,117.4531,393.4375,
2106.129,118.3831,117.5859,393.8125,
2106.13,118.7808,117.5938,393.4375,
2106.131,119.2097,117.4375,393.6875,
2106.132,119.4125,117.3984,393.4062,
2106.133,119.7478,117.4531,393.5625,
2106.134,120.1377,117.5781,393.4375,
2106.135,120.1455,117.5938,393.4375,
2106.136,120.1533,117.4609,393.5,
2106.137,119.9506,117.4141,393.375,
2106.138,119.8726,117.4609,393.4688,
2106.139,119.8492,117.5859,393.5312,
2106.14,119.4827,117.5859,393.8438,
2106.141,119.1161,117.4453,393.375,
2106.142,118.6015,117.4219,393.75,
2106.143,118.2193,117.4688,393.4688,
2106.144,117.9542,117.5859,393.8125,
2106.145,117.3693,117.6016,393.375,
2106.146,116.839,117.4531,393.6875,
2106.147,116.1996,117.4297,393.4062,
2106.148,115.7317,117.4688,393.6875,
2106.149,115.4198,117.5859,393.4062,
2106.15,114.8115,117.5938,393.5938,
2106.151,114.2968,117.4531,393.3438,
2106.152,113.6573,117.4141,393.4688,
2106.153,113.244,117.4688,393.3438,
2106.154,112.9789,117.5859,394.6562,
2106.155,112.4252,117.5938,394.7812,
2106.156,111.9573,117.4297,394.75,
2106.157,111.3725,117.3984,394.8438,
2106.158,111.0059,117.4375,394.7188,
2106.159,110.7642,117.5625,394.75,
2106.16,110.2729,117.5703,394.8125,
2106.161,109.8362,117.4219,394.75,
2106.162,109.3215,117.3906,394.7188,
2106.163,108.9706,117.4219,394.75,
2106.164,108.799,117.5391,394.75,
2106.165,108.3077,117.5547,394.75,
2106.166,107.9724,117.4062,394.8125,
2106.167,107.4733,117.3672,394.8125,
2106.168,107.216,117.3984,394.875,
2106.169,107.1302,117.5234,394.875,
2106.17,106.7559,117.5391,394.7188,
2106.171,106.4985,117.3672,394.8438,
2106.172,106.132,117.3438,394.7812,
2106.173,106.0072,117.3906,394.75,
2106.174,106.015,117.4922,394.8438,
2106.175,105.7811,117.5078,394.7188,
2106.176,105.6173,117.3438,394.75,
2106.177,105.3678,117.3125,394.75,
2106.178,105.3288,117.3438,394.8438,
2106.179,105.4302,117.4609,394.7812,
2106.18,105.2586,117.5,394.75,
2106.181,105.1728,117.3203,394.6875,
2106.182,104.9779,117.2812,394.6875,
2106.183,104.9701,117.3203,394.875,
2106.184,105.0948,117.4453,394.8438,
2106.185,104.9545,117.4531,394.875,
2106.186,104.8765,117.2812,394.8438,
2106.187,104.6815,117.2422,394.875,
2106.188,104.6815,117.2812,394.75,
2106.189,104.8141,117.4062,394.875,
2106.19,104.6815,117.4141,394.9688,
2106.191,104.5957,117.2578,394.8438,
2106.192,104.4086,117.2266,394.75,
2106.193,104.393,117.2578,394.75,
2106.194,104.5334,117.3828,394.8125,
2106.195,104.4008,117.3906,394.7812,
2106.196,104.315,117.2109,394.7812,
2106.197,104.1123,117.1953,394.875,
2106.198,104.0889,117.2031,394.6562,
2106.199,104.2136,117.3438,394.7188,
2106.2,104.0811,117.3672,394.8438,
2106.201,103.9953,117.2031,394.7812,
2106.202,103.7535,117.1562,394.8125,
2106.203,103.7301,117.1953,394.6875,
2106.204,103.8393,117.3203,394.9062,
2106.205,103.66,117.3281,394.75,
2106.206,103.5352,117.1641,394.875,
2106.207,103.309,117.1484,394.6875,
2106.208,103.2466,117.1562,394.8125,
2106.209,103.3324,117.2969,394.75,
2106.21,103.1219,117.2969,394.7812,
2106.211,102.9893,117.1328,394.7812,
2106.212,102.7554,117.0859,394.8438,
2106.213,102.7008,117.125,394.8438,
2106.214,102.7554,117.2422,394.8125,
2106.215,102.5526,117.2578,394.8438,
2106.216,102.4122,117.1094,394.7812,
2106.217,102.1705,117.0625,394.8438,
2106.218,102.0769,117.1016,394.8438,
2106.219,102.1393,117.2188,394.875,
2106.22,101.9287,117.2188,394.8125,
2106.221,101.765,117.0625,394.7812,
2106.222,101.4998,117.0312,394.75,
2106.223,101.414,117.0469,394.8125,
2106.224,101.4686,117.1875,394.8438,
2106.225,101.2581,117.1953,394.7812,
2106.226,101.0865,117.0078,394.75,
2106.227,100.8448,116.9688,394.7812,
2106.228,100.7434,117.0078,394.7812,
2106.229,100.8058,117.1484,394.875,
2106.23,100.5718,117.1406,394.8438,
2106.231,100.4003,116.9766,394.7812,
2106.232,100.1429,116.9453,394.8125,
2106.233,100.0493,116.9766,394.8438,
2106.234,100.0961,117.0938,394.9062,
2106.235,99.86219,117.1094,394.7812,
2106.236,99.71402,116.9453,394.7812,
2106.237,99.44108,116.8984,394.75,
2106.238,99.3397,116.9297,394.7812,
2106.239,99.3709,117.0547,394.7812,
2106.24,99.15255,117.0703,394.8438,
2106.241,98.94199,116.8984,394.8125,
2106.242,98.67685,116.8516,394.75,
2106.243,98.55988,116.9062,394.8438,
2106.244,98.58327,117.0156,394.875,
2106.245,98.34152,117.0156,394.6562,
2106.246,98.11537,116.8516,394.75,
2106.247,97.84243,116.8203,394.7188,
2106.248,97.71766,116.8438,394.75,
2106.249,97.74106,116.9688,394.8438,
2106.25,97.47591,116.9609,394.8438,
2106.251,97.27316,116.8203,394.8438,
2106.252,96.96903,116.7656,394.75,
2106.253,96.82866,116.7969,394.8125,
2106.254,96.83646,116.9062,394.8125,
2106.255,96.55572,116.9219,394.8125,
2106.256,96.32177,116.7422,394.75,
2106.257,96.04103,116.7188,394.7812,
2106.258,95.87727,116.7578,394.7812,
2106.259,95.86947,116.8594,394.6875,
2106.26,95.61992,116.875,394.8438,
2106.261,95.40937,116.7031,394.6875,
2106.262,95.15983,116.6641,394.875,
2106.263,95.12083,116.7031,394.8125,
2106.264,95.2846,116.8047,394.75,
2106.265,95.30019,116.8203,394.7812,
2106.266,95.53414,116.6641,394.7188,
2106.267,95.83828,116.6016,394.75,
2106.268,96.50893,116.6406,394.8125,
2106.269,97.50711,116.7656,394.8438,
2106.27,98.41171,116.7734,394.75,
2106.271,99.55806,116.6016,394.75,
2106.272,100.7122,116.5703,394.875,
2106.273,102.1549,116.6094,394.8125,
2106.274,103.8003,116.7188,394.8438,
2106.275,105.204,116.7422,394.7812,
2106.276,106.7403,116.5781,394.8438,
